name;date;training_time_(min);nb_epoch;max_attempts;min_confidence_score;beta1;beta2;alpha;cost_loss;accuracy;confidence_score;learning_rate_CNN;kernel_size;kernel_number;activation_function_CNN;learning_rate_DNN;neurons_number;activation_function_DNN;Size_dataset;Size_training_set;Size_test_set;Ratio_train/test;Size_validation_set;Validation_frequency;Based_model;Number_fine_tunning
DM(0,31900)(0,19835)(26-12-2025).pickle;26/12/2025;172.7360438744227;1;1;0;0.9;0.999;0.001;1.9025762418683294;0.319;0.19835082032076;0.001;5,3,3;32,64,64;relu,relu,relu;0.001;124,64,64,10;relu,relu,relu,relu;60000;38400;9600;0.2;1000;38400;X;0
